OAI,015_1,02X_1,1XX_1,245_1,250_1,26X_1,publication_year_1,300_1,pages_1,format_1,4X0_1,787_1,bl_language_1,015_2,02X_2,1XX_2,245_2,250_2,26X_2,publication_year_2,300_2,pages_2,format_2,4X0_2,787_2,bl_language_2,typ_duplicity
mzk.MZK03-001225889 mzk.MZK03-001225892,,,"$aPříchovský z Příchovic, Antonín Petr, $chrabě, $d1707-1793 $7hka0112537","$aREVERENDISSIMI, ILLUSTRISSIMI, AC EXCELLENTISSIMI DOMINI DOMINI ANTONII PETRI PRZICHOWSKY, E Liberis Baronibus de PRZICHOWITZ, DEI, & Apostolicæ Sedis Gratiâ Archi-Episcopi, & Episcopi Reginæ-Hradecensis, Utriusque Sac. Cæs., Regiæque Majestatis Intimi Actualis Consiliarii: Reverendissimæ Celsitudinis D.D. Archi-Episcopi Pragensis, S.R.I. Principis, Sedis Apostolicæ Legati Nati (Tit.) Coadjutoris & Successoris, &c. Vicarius in Spiritualibus Generalis & Officialis, Totumque Episcopale Consistorium Reginæ-Hradecense. Admodum Reverendis, Venerabilibus, Honorabilibus, Religiosis Dilectis, respective Curatis Canonicis, Vicariis Foraneis, Decanis et Parochis, nec non suis competentibus titulis Honorandis Ordinum Regularium Superioribus, Universoque Clero in hac Episcopali Dioecesi Reginae-Hradecensi Salutem in Domino. INter circumstrepentes bellici furoris tumultus, quibus & intima Dilectissimæ Patriæ Nostræ hoc ipso propedièm vertente ...",,"$a[Hradec Králové : $bJan Kliment Tibelli , $c1757]",1757,$a[2] listy ;,2,BOOKS,,,lat,,,"$aPříchovský z Příchovic, Antonín Petr, $chrabě, $d1707-1793 $7hka0112537","$aREVERENDISSIMI, ILLUSTRISSIMI, AC EXCELLENTISSIMI DOMINI DOMINI ANTONII PETRI PRZICHOWSKY, E Liberis Baronibus de PRZICHOWITZ, DEI, & Apostolicæ Sedis Gratiâ Archi-Episcopi, & Episcopi Reginæ-Hradecensis, Utriusque Sac. Cæs., Regiæque Majestatis Intimi Actualis Consiliarii: Reverendissimæ Celsitudinis D.D. Archi-Episcopi Pragensis, S.R.I. Principis, Sedis Apostolicæ Legati Nati (Tit.) Coadjutoris & Successoris, &c. Vicarius in Spiritualibus Generalis & Officialis, Totumque Episcopale Consistorium Reginæ-Hradecense. Admodum Reverendis, Venerabilibus, Honorabilibus, Religiosis Dilectis, respective Curatis Canonicis, Vicariis Foraneis, Decanis et Parochis, nec non suis competentibus titulis Honorandis Ordinum Regularium Superioribus, Universoque Clero in hac Episcopali Dioecesi Reginae-Hradecensi Salutem in Domino. INter circumstrepentes bellici furoris tumultus, quibus & intima Dilectissimæ Patriæ Nostræ hoc ipso propedièm vertente ...",,"$a[Hradec Králové : $bJan Kliment Tibelli , $c1757]",1757,$a[2] listy ;,2,BOOKS,,,lat,probable
nkp.NKC01-001611807 nkp.NKC01-000124057,,,"$aSchneider, Jan, $d1934-2014 $7jk01111048",$aRozepnuté dny : $bSbírka básní /,,"$aToronto : $b68 Publ., $c1976",1976,$a189 s. :,189,BOOKS,$aAkt ; $v8,,cze,,,"$aSchneider, Jan, $d1934-2014 $7jk01111048",$aRozepnuté dny : $bsbírka básní /,,"$aGelterkinden : $bAkt, $c1976",1976,$a189 s. :,189,BOOKS,$aAkt ; $v8,,cze,distinct
caslin.SKC01-002493435 caslin.SKC01-009770763,,,,$aRules of Procedure of the General Assembly (Embodying amendments and additions adopted by the General Assembly up to 31 December 1965),,"$aNew York : $bUnited Nations, $c1966",1966,"$a14, 48 s.",48,BOOKS,,,eng,,,,$aRules of Procedure of the General Assembly : $b(embodying amendments and additions adopted by the General Assembly up to 31 December 1965),,"$aNew York : $bUnited Nations, $c1966",1966,"$axiv, 48 stran",48,BOOKS,,,eng,probable
nkp.NKC01-001014729 nkp.NKC01-001131524,,,"$aKozlíková, Vlastimila $7jx20050805025",$aRuština pre poslucháčov chemickotechnologickej fakulty SVŠT /,$a1. prepr. vyd.,"$aBratislava : $bEdič. stredisko SVŠT, $c1971",1971,$a174 s. :,174,BOOKS,,,slo,,,"$aKozlíková, Vlastimila $7jx20050805025",$aRuština pre poslucháčov chemickotechnologickej fakulty SVŠT /,$a1. preprac. vyd.,"$aBratislava : $bVys. škola techn., chemickotechnologická fak., $c1971",1971,$a174 s. ;,174,BOOKS,,,slo,real
nkp.SLK01-000328807 nkp.SLK01-000328808,,,"$aRastorgujev, Pavel Andrejevič",$aSeversko-belorusskij govor : $bIssledovanije v oblasti dialektologii i istorii belorusskich govorov /,,"$aLeningrad : $bizdanije Instituta belorusskoj kul'tury, $c1927",1927,"$a224 s., [1] l. obr. příl. :",224,BOOKS,,,rus,,,"$aRastorgujev, Pavel Andrejevič",$aSeversko-belorusskij govor : $bIssledovanije v oblasti dialektologii i istorii belorusskich govorov /,,"$aLeningrad : $bInstitut belorusskoj kul'tury, $c1927",1927,"$a[1], 224 s. :",224,BOOKS,,,rus,probable
nkp.NKC01-001518085 nkp.NKC01-001476527,,,"$aSeeman, Miloslav, $d1892-1975 $7jk01110594",$aSprachstörungen bei Kindern /,,"$aHalle (Saale) : $bVEB Carl Marhold Verlag, $c1959",1959,$a392 s. ;,392,BOOKS,$aBeträge zur Sonderschulwesen. Schriftenreihe des Instituts für Sonderschulwesen an der Pädagogischen Fakultät der Humboldt-Universität zu Berlin ; $vHeft 12,,ger,,,"$aSeeman, Miloslav, $d1892-1975 $7jk01110594",$aSprachstörungen bei Kindern /,,"$aHalle (Saale) : $b[s.n.], $c1959",1959,$a392 s. :,392,BOOKS,$aBeiträge zum Sonderschulwesen ; $vHeft 12,,ger,probable
ntk.STK01-000059736 ntk.STK01-000048254,,,,$aThe methane age : $blikely gains in current technologies : emerging technologies and their likely consequences : economic - political - geopolitical /,$a1. ed.,"$aLaxenburg : $bInternational Institute for Applied Systems Analysis, $c1986",1986,"$aiii, 15, 3 s. :",15,BOOKS,$aWorking paper ; $vWP-86-68,,eng,,,,"$aThe methane age : $blikely gains in current technologies, emerging technologies and their likely consequences economic, political, geopolitical /",$a1. ed.,"$aLaxenburg : $bInternational Institute for Applied Systems Analysis, $c1986",1986,"$aiii, 15, 3 s.",15,BOOKS,$aWorking paper ; $vWP-86-68,,eng,real
caslin.SKC01-002541841 caslin.SKC01-009810525,,,"$aAdler, Irving, $d1913-2012 $7ola2004161143",$aThe New Mathematics /,$a1st. Publ.,"$aLondon : $bD. Dobson, $c1959",1959,$a187 s.,187,BOOKS,,,eng,,,"$aAdler, Irving, $d1913-2012 $7ola2004161143",$aThe New Mathematics /,,"$aNew York : $bNew American Library, $c[1959] $$$c©1959",1959,$a192 stran,192,BOOKS,$aA Signet science libraty book,,eng,distinct
ntk.STK01-000214146 ntk.STK01-000325811,,,"$aPfeiffer, Johan Philip",$aThe properties of asphaltic bitumen /,$a1. ed.,"$aNew York : $bElsevier, $c1950",1950,"$axvi, 285 s.",285,BOOKS,$aElsevier's polymer series ; $v4,,eng,,$a(váz.),"$aPfeiffer, Johan Philip",$aThe properties of asphaltic bitumen /,,"$aNew York : $bElsevier Publishing Company, $c1950",1950,$a285 s.,285,BOOKS,,,,probable
caslin.SKC01-004008328 caslin.SKC01-009871130,,,"$6880-01 $aSmolina, Ksenija Pavlovna",$aTipy sinonimičeskich otnošenij v russkom literaturnom jazyke vtoroj poloviny XVIII veka /,,"$aMoskva : $bNauka, $c1977",1977,$a158 s.,158,BOOKS,,,rus,,,"$aSmolina, Ksenija Pavlovna",$aTipy sinonimičeskich otnošenij v russkom literaturnom jazyke vtoroj poloviny XVIII veka /,,"$aMoskva : $bNauka, $c1977.",1977,$a155 s.,155,BOOKS,,,rus,probable
vkol.SVK01-000526418 vkol.SVK01-000526420,,,,$aToto Swolenj stalo se na Sgezdu/ ... na Hradě Pražském/ osmnáctýho dne Měsýce Ržjgna držaném/ a dewatenáctého téhož Měsýce... zawřeném/ pak od Geho Mil: Cýs: ... 11. dne Měsýce listopadu wsse tohoto dobjhagjcýho Ssestnáctistého Dewadesátého datyrowaného Psánj we wssem milostiwě schwáleném,,"$aWytisstěno w St: Městě Pražském : $bV Ewy Polexýny Michalkowy, $c1689",1689,"$a[2], V-XIIII, [4] zach. s. ;",4,BOOKS,,,cze,,,,$aToto Swolenj stalo se na Sgezdu/ ... na Hradě Pražském/ osmnáctýho dne Měsýce Ržjgna držaném/ a dewatenáctého téhož Měsýce... zawřeném/ pak od Geho Mil: Cýs: ... 11. dne Měsýce listopadu wsse tohoto dobjhagjcýho Ssestnáctistého Dewadesátého datyrowaného Psánj we wssem milostiwě schwáleném,,"$aWytisstěno w St: Městě Pražském : $bV Ewy Polexýny Michalkowy, $c1689",1689,"$a[2], XIIII, [2] zach. s. ;",2,BOOKS,,,cze,probable
ntk.STK01-000246370 ntk.STK01-000435990,,$a(nev.),"$aBeutner, Heinz",$aÜber Nitrosyltricarbonylferrat /Fe(CO)3NO/ und neuartige Stickstoffhaltige Eisencarbonyle /,,"$aMünchen, $c1961",1961,$a81 s.,81,BOOKS,,,,,,"$aBeutner, Heinz","$aÜber Nitrosyltricarbonylferrat,[Fe(CO)3NO] - und neuartige Stickstoff-haltige Eisencarbonyle /",,"$a[S.l $bs.n.], $c1961",1961,"$aiii, 81 s.",81,BOOKS,,,ger,probable
caslin.SKC01-001968053 caslin.SKC01-009958057,,$q(Brož.),,$aUntersuchungen über die Verbal-Präformative im Sumerischen : $bnebst Zahlreichen Hinweisen auf die Verbalaffixe /,,"$aLeipzig : $bJ.C. Hinrichs'sche Buchhandlung, $c1912",1912,$a140 s. ;,140,BOOKS,"$aBeiträge zur Assyriologie und semitischen Sprachwissenschaft ; $vBd. 8, Hft. 5",,ger,,,"$aWitzel, Maurus",$aUntersuchungen über die Verbalpräformative im Sumerischen nebst zahlreichen Hinweisen auf die Verbalaffixe /,,"$aLeipzig : $bJ. C. Hinrichs'sche Buchhandlung, $c1912",1912,$a140 s.,140,BOOKS,$aBeiträge zur Assyriologie ; $v8/5,,und,real
ntk.STK01-000085080 ntk.STK01-000914947,,,"$aBillet, Reinhard",$aVerdampfung und ihre technischen Anwendungen /,$a1. Aufl.,"$aWeinheim : $bChemie, $c1981",1981,"$aXI, 330 s.",330,BOOKS,,,ger,,$a3-527-25888-4,"$aBillet, Reinhard",$aVerdampfung und ihre technischen Anwendungen /,,"$aWeinheim : $bVCh, $c1981",1981,"$axi, 330 s.",330,BOOKS,,,ger,probable
nkp.SLK01-000214854 nkp.SLK01-000421265,,,"$aKolendić, Petar, $d1882-1969 $7jo2009314362","$aVetranovićev ""Orfeo"" /",,"$aU Zagrebu : $b[s.n.], $c1908",1908,$a21 s.,21,BOOKS,,,scr,,,"$aKolendić, Petar, $d1882-1969 $7jo2009314362","$aVetranovićev ""Orfeo"" /",,"$aU Zagrebu : $b[s.n.], $c1908",1908,$a21 s.,21,BOOKS,,,scr,probable
nkp.NKC01-001058179 nkp.NKC01-001342691,,,"$aGábriš, Juraj, $d1920-1992 $7jx20040915016",$aVšeobecná zootechnika /,$a2. vyd.,"$aBratislava : $bPríroda, $c1982",1982,$a116 s. ;,116,BOOKS,,,slo,,,"$aGábriš, Juraj, $d1920-1992 $7jx20040915016",$aVšeobecná zootechnika /,$a2. vyd.,"$aBratislava : $bPríroda, $c1982",1982,$a116 s. :,116,BOOKS,,,slo,real
ntk.STK01-000237979 ntk.STK01-000331220,,$a(nev.),,$aVýrobky z grafitu a umělého uhlíku,,"$aPraha : $bMin. strojírenství, $c1955",1955,$a3 s.,3,BOOKS,,,,,$a(nev.),,$aVýrobky z grafitu a umělého uhlíku,,"$aPraha : $bMin.strojírenství, $c1955",1955,$a3 s.,3,BOOKS,,,,probable
nkp.NKC01-001101242 nkp.NKC01-001150179,,,"$aHrušecký, Peter","$aŽivotné prostredie, ochrana prírody a my /",,"$aBratislava : $bKrajské osvetové stredisko, $c1989",1989,$a37 s. ;,37,BOOKS,,,slo,,,"$aHrušecký, Peter","$aŽivotné prostredie, ochrana prírody a my /",,"$aBratislava : $bKraj. osvet. stredisko, $c1989",1989,$a37 s. :,37,BOOKS,,,slo,probable
mzk.MZK01-000260109 mzk.MZK01-000886245,,,,$aÚsmev : $bslovenský časopis pre školskú mládež,,"$aBratislava : $bŠtátne nakladateľstvo, $c1929-",1929,$a^^^sv.,,PERIODICALS,,,slo,,,,$aÚsmev : $bslovenský časopis pre školskú mládež,,"$aBratislava : $bŠtát. nakl., filiálka, $c1929-1931",1929,,,PERIODICALS,,,slo,probable
knav.KNA01-000596736 knav.KNA01-000596737,,,,$aMalá knižnice Orientu.,,"$aPraha : $bČSAV, $c[1953-1960]",1953,,,PERIODICALS,,,cze,,,,$aMalá knižnice Orientu.,,"$aPraha : $bČSAV, $c[1953-1960]",1953,,,PERIODICALS,,,cze,probable
nkp.SLK01-000512556 nkp.SLK01-000514321,,,,$aIzvestija Akademii nauk Azerbajdžanskoj SSR,,"$aBaku : $bAN Azerbajdžanskoj SSR, $c1955-1967",1955,$a^^^sv.,,PERIODICALS,,,rus,,,,$aIzvestija Akademii nauk Belorusskoj SSR /,,"$aMinsk : $bAkad. nauk Belorusskoj SSR, $c1955",1955,$a^^^sv.,,PERIODICALS,,,rus,distinct
mzk.MZK01-000172714 mzk.MZK01-000396814,,,,"$aCzechoslovak digest : $bbackground information politics, economics, trade, sciences, education, culture ...",,"$aPrague : $bPragopress, $c1966-1984",1966,,,PERIODICALS,,,eng,,,,"$aCzechoslovak digest : $bbackground information politics, economics, trade, science, education, culture ...",,"$aPrague : $bPragopress, $c1966-1984",1966,$aMikrofilm,,PERIODICALS,,,eng,probable
svkos.MVK01-000412906 svkos.MVK01-000412951,,,$aBarvy Tebas (firma) $7mzk2012682658,$aVýroční zpráva ... = $bAnnual report ... /,,"$aPraha : $bBarvy Tebas, $c[1996-2008]",1996,$a1 sv. ;,1,PERIODICALS,,,cze,,,$aHP Tronic (firma) $7osa2013792979,$aVýroční zpráva ... = $bAnnual report ... /,,"$aZlín : $bHP TRONIC, $c[1996?] -",1996,$a^^^sv. ;,,PERIODICALS,,,cze,distinct
nkp.NKC01-001128737 nkp.NKC01-001381492,,,,"$aInteriér na Slovensku : $bKatalóg k rovnomernej výstave v výstavných priestoroch Domu techniky, Bratislava : (Centrálne trhovisko) /",,"$aBratislava : $b[nákl. vl., $c1980]",1980,$a148 s. ;,148,BOOKS,,,slo,,,,"$aInteriér na Slovensku : $bKatalóg k rovnomennej výstave v výstavných priestoroch Domu techniky, Bratislava. (Centrálnce trhovisko) /",,"$aBratislava : $b[Zväz slov. spisovatelov], $c[1980]",1980,$a148 s. :,148,BOOKS,,,slo,probable
knav.KNA01-002079966 knav.KNA01-002079967,,,,"$aUn essai d'organisation des gares de triage du réseau de l'est : $bannexes. $nNote F, $pAppareils ralentisseurs",,"$aParis : $b[Comité national de l'organisation française], $c1929.",1929,$a[1] s.,1,BOOKS,,,fre,,,,"$aUn essai d'organisation des gares de triage du réseau de l'est : $bannexes. $nNote F, $pAppareils ralentisseurs",,"$aParis : $b[Comité national de l'organisation française], $c1929.",1929,$a[1] s.,1,BOOKS,,,fre,probable
svkhk.HKA01-000163741 svkhk.HKA01-000185891,,,,"$aChemická olympiáda : $bškolní kolo, kategorie B a C. $pAutorská řešení a hodnocení soutěžních úloh",,"$aPraha : $bInstitut dětí a mládeže MŠMT ČR, $c[1994]- $$$aPraha : $bNárodní institut dětí a mládeže MŠMT ČR",1994,$a^^^sv. ;,,PERIODICALS,,"$tChemická olympiáda: školní kolo, kategorie B a C. Soutěžní úlohy studijní a praktické části",cze,,,,"$aChemická olympiáda : $bškolní kolo, kategorie D. $pAutorská řešení a hodnocení soutěžních úloh",,"$aPraha : $bInstitut dětí a mládeže MŠMT ČR, $c[1994]- $$$aPraha : $bNárodní institut dětí a mládeže MŠMT ČR",1994,$a^^^sv. ;,,PERIODICALS,,"$tChemická olympiáda: školní kolo, kategorie D. Soutěžní úlohy studijní a praktické části",cze,distinct
vkol.SVK01-000493654 vkol.SVK01-000493655,,,"$aAlbert Veliký, $csvatý, $d1193-1280 $7nlk20000078394","$aBeati Alberti magni, Ratisbonensis Episcopi Ordinis Paedicatorum, OPERA Quae Hactenvs Aaberi Potvervnt. Svb R PP. FF. Thoma Tvrco. Nicolao Rodvlphio. Joan. Baptista De Marinis, Eius dem ord. Magistris Generatibus. In Lvcem Edita. Studio et labore R. A. P. F. Petri Iammy, sacrae Theologiae Doctoris, Conventus Gratianopolitani , ejusdem Ordinis. $n16, $pBeati Alberti Magni...Commentarii In IV. Lib. Sententiarum",,"$aLvgdni : $bPetri & Clavdii Rigard, $c1651",1651,"$a20],920,[32] s. ;",920,BOOKS,,,lat,,,"$aAlbert Veliký, $csvatý, $d1193-1280 $7nlk20000078394","$aBeati Alberti magni, Ratisbonensis Episcopi Ordinis Paedicatorum, OPERA Quae Hactenvs Aaberi Potvervnt. Svb R PP. FF. Thoma Tvrco. Nicolao Rodvlphio. Joan. Baptista De Marinis, Eius dem ord. Magistris Generatibus. In Lvcem Edita. Studio et labore R. A. P. F. Petri Iammy, sacrae Theologiae Doctoris, Conventus Gratianopolitani , ejusdem Ordinis. $n17, $pBeati Alberti Magni...Prima pars Svmanae Theologiae ...",,"$aLvgdni : $bPetri & Clavdii Rigard, $c1651",1651,"$a20],920,[32] s. ;",920,BOOKS,,,lat,probable
vkol.SVK01-000700264 vkol.SVK01-000635480,,,"$aLauber, Joseph, $d1744-1810 $7mzk2009509934",$aINSTITUTIONES THEOLOGIAE PASTORALIS COMPENDIOSAE AD NORMAM PRAESCRIPTAM A CAESAREO-REGIA STUDIORUM COMMISSIONE EXARATAE. $nTomus tertius /,,"$aBRUNAE : $bTYPIS NEUMANNIANIS, $c1781",1781,"$a[24], 236, [22] s.; 6 tabulek ;",236,BOOKS,,,lat,,,"$aLauber, Joseph, $d1744-1810 $7mzk2009509934",$aInstitutiones Theologiae Pastoralis compendiosae Ad Normam Praescriptam A Caesareo-Regia Studiorum Commissione Exaratae. $nTomus tertius /,,"$aBrunae : $bTypis Neumannianis, factore Joanne Nep. Schreiner, $c1781",1781,"$a[24], 236, [22] s.",236,BOOKS,,,lat,probable
cbvk.CbvkUsCat*stjvkcb1040111040 cbvk.CbvkUsCat*0854635,,,"$aFrantišek Saleský, $csvatý, $d1567-1622 $7jn20000601619",$aVon der Liebe Gottes Zwölff Bücher /,$aDie dritte Auflag mit nothwendigem Register der Bücher und Capitelen versehen,"$aCöllen : $bBey Frantz METTERNICH, Buchhändlern unter gölden Waagen, $c1731",1731,"$a48 nečíslovaných stran, 784 stran ;",784,BOOKS,,,ger,,,"$aFrantišek Saleský, $csvatý, $d1567-1622 $7jn20000601619",$aVon der Liebe Gottes Zwölff Bücher /,$aDie dritte Auflag mit nothwendigem Register der Bücher und Capitelen versehen,"$aCöllen : $bBey Frantz METTERNICH, Buchhändlern unter gölden Waagen, $c1731",1731,"$a48 nečíslovaných stran, 784 stran ;",784,BOOKS,,,ger,real
nkp.NKC01-002916434 nkp.NKC01-002916435,,,"$aGyőry, Tibor",$aMagyarország orvosi bibliographiája 1472-1899 = $bBibliographia medica hungariae 1472-1899 seu Catalogus librorum medicinalium quim Hungaria : a magyarozságban és hazánkra vonatkozólag a külföldön megjelent orvosi könyveknek kimutatása /,,"$aBudapest : $bAthenaeum, $c1900",1900,"$aix, 252 s. ;",252,BOOKS,,,hun,,,"$aGyőry, Tibor",$aMagyarország orvosi bibliographiája 1472-1899 : $ba magyarozságban és hazánkra vonatkozólag a külföldön megjelent orvosi könyveknek kimutatása /,,"$aBudapest : $b[s.n.], $c1900",1900,"$aix, 252 s. ;",252,BOOKS,$aOrvosi könyvkiadó társulat könyvtára ; $v[Sv.] LXXXIII,,hun,probable
kvkl.LiUsCat*c166416 kvkl.LiUsCat*c166417,,,"$aBrahms, Johannes, $d1833-1897 $7jn19990001019",$aString Quartets (Complete),,"$aPraha : $bSupraphon, $c1982",1982,$a2 LP :,2,AUDIO_LP,,,fre,,,"$aBrahms, Johannes, $d1833-1897 $7jn19990001019",$aString Quartets (Complete),,"$aPraha : $bSupraphon, $c1982",1982,$a2 LP :,2,AUDIO_LP,,,fre,real
kvkl.LiUsCat*0014822 kvkl.LiUsCat*0016785,,,"$aHeller, Jindřich Bedřich, $d1891-1957 $7jk01040668",$aZvířátka a loupežníci $bpohádka pro nejmenší děti,,"$aPraha : $bSupraphon, $c[19--]",,$a1 deska,1,AUDIO_OTHER,,,cze,,,"$aHeller, Jindřich Bedřich, $d1891-1957 $7jk01040668",$aZvířátka a loupežníci $bpohádka pro nejmenší děti /,,"$aPraha : $bSupraphon, $c[19--]",,$a1 deska,1,AUDIO_OTHER,,,cze,probable
mzk.MZK03-001239942 mzk.MZK03-001239941,,,,$aNábožná píseň o poswátném obrazu PANNY MARIE w Staré Boleslawi,,"$aw Příbrami : $bSklad a k dostání u Eug. Petersona, $c[1870?] $$$aw Jindř. Hradci : $bTisk A. Landfrasa syna, $c[1870?]",1870,$a2 nečíslované listy ;,2,BOOKS,,,cze,,,,$aNábožná píseň o poswátném obrazu PANNY MARIE w Staré Boleslawi,,"$aw Příbrami : $bNákladem Eug. Petersona, $c[1870?] $$$aw Praze : $bTiskem Jana Spurného, $c[187?]",1870,$a2 nečíslované listy ;,2,BOOKS,,,cze,probable
svkos.MVK01-000704206 svkos.MVK01-000673424,,,,$aHladké Životice,,,2008,,,ARTICLES,,,cze,,,,$aHladké Životice,,,2008,,,ARTICLES,,,cze,probable
iir.AN4258000000015333 iir.AN4258000000016778,,$a1211037X,,$aVolby 1996 do Poslanecké Sněmovny parlamentu ČR,,$aPraha,1996,$as. 361-400,400,ARTICLES,,,cze,,$a1211037X,,$aVolby 1996 do Poslanecké sněmovny Parlamentu ČR,,$aPraha ; $aFrankfurt am Main,1996,$amonotematické číslo $as.3,3,ARTICLES,,,cze,real
svkhk.HKA01-000819237 svkhk.HKA01-000849080,,,"$aSirota, Igor $7357317",$aVýsledky posoudí občané. O přípravách stranické schůze na ONV Semily /,,,1984,,,ARTICLES,,,cze,,,"$aSirota, Igor $7357317",$aVýsledky posoudí občané : $bo přípravách stranické schůze na ONV Semily /,,,1984,,,ARTICLES,,,cze,probable
svkos.MVK01-000558296 svkos.MVK01-000567739,,,,$aBožská hra Jana Zrzavého začíná v Domě umění,,,2012,,,ARTICLES,,,cze,,,,$aBožská hra Jana Zrzavého začíná v Domě umění,,,2012,,,ARTICLES,,,cze,probable
svkos.MVK01-000491396 svkos.MVK01-000714724,,,"$aAugustinková, Lucie, $d1974- $7mzk2010598464",$aStavební vývoj zámku v Hlučíně v 16.-19. století /,,,2009,,,ARTICLES,,,cze,,,"$aAugustinková, Lucie, $d1974- $7mzk2010598464",$aStavební vývoj zámku v Hlučíně v 16. - 19. století /,,,2009,,,ARTICLES,,,cze,real
geobibline.990001748420206986 geobibline.990001680760206986,,,"$aKalenda, Jan",$aTeorie sociální moci Michaela Manna,,,2011,$aIl.,,ARTICLES,,,cze,,,"$aKalenda, Jan",$aTeorie sociální moci Michaela Manna /,,,2011,,,ARTICLES,,,cze,real
svkos.MVK01-000544227 svkos.MVK01-000567605,,,"$aMalchárek, Jakub","$aŽena regionu v Moravskoslezském kraji Miriam Prokešová říká : $bOstrava je úžasná. Nutí člověka, aby jen neseděl se založenýma rukama /",,,2012,,,ARTICLES,,,cze,,,"$aMalchárek, Jakub","$aŽena regionu v Moravskoslezském kraji Miriam Prokešová říká : $bOstrava je úžasná. Nutí člověka, aby jen neseděl se založenýma rukama /",,,2012,,,ARTICLES,,,cze,real
svkos.MVK01-000561034 svkos.MVK01-000567774,,,"$aNenička, Lubomír, $d1977- $7xx0097159",$aZměny politického života a nové tendence hospodářského vývoje na Ostravsku v pomnichovské éře /,,,2012,,,ARTICLES,,,cze,,,"$aNenička, Lubomír, $d1977- $7xx0097159",$aZměny politického života a nové tendence hospodářského vývoje na Ostravsku v pomnichovské éře /,,,2012,,,ARTICLES,,,cze,real
vkol.SVK01-000660473 vkol.SVK01-000660474,,,"$aMarek z Kronlandu, Marci Jan, $d1595-1667 $7jk01080161",$aDe Proportione motus seu Regula sphygmica. Ad celeritatem et tarditatem pulsuum ex illius motu ponderibus geometricis librato absque errore metiendam /,,"$aPragae : $btypis Joannis Bilinae, $c1639",1639,$a[64] l. ;,64,BOOKS,,,lat,,,"$aMarek z Kronlandu, Marci Jan, $d1595-1667 $7jk01080161",$aDe Proportione motus seu Regula sphygmica. Ad celeritatem et tarditatem pulsuum ex illius motu ponderibus geometricis librato absque errore metiendam /,,"$aPragae : $btypis Joannis Bilinae, $c1639",1639,$a[64] l. ;,64,BOOKS,,,lat,probable
nkp.SLK01-000428337 nkp.SLK01-000428338,,,"$aWjela, Jurij",$aLehrgang der sorbischen Sprache = $bKurs serbskeje rěče /,,"$aBautzen : $bDomowina, $c1949",1949,$a144 s.,144,BOOKS,,,ger,,,"$aWjeła, Jurij",$aLehrgang der sorbischen Sprache : $bKurs serbskeje rěče /,,"$aBautzen : $bDomowina, $c1949",1949,$a144 s.,144,BOOKS,,,ger,probable
nkp.NKC01-001524767 nkp.NKC01-001484742,,,"$aSzabó, Pál, $d1893-1970 $7xx0004865",$aSzépülö szegénység : $bRegény /,,"$aBratislava : $bMadách Könyvkiadó, $c1969",1969,$a357 s. ;,357,BOOKS,,,hun,,$q(Váz.),"$aSzabó, Pál, $d1893-1970 $7xx0004865",$aSzépülö szegénység : $bregény /,,"$aBudapest : $bSzépirodalmi Könyvkiadó, $c1969",1969,$a357 s. ;,357,BOOKS,,,hun,probable
mzk.MZK03-001250406 mzk.MZK03-001250407,,,"$aRohlíček, František",$aNowá pjseň o nejnowějssí modě /,,"$a[Česko?] : $bnákladem Františka Rohlička, $c[mezi 1871 a 1875?] $$$aw Litomyssli : $bTisk Jos. Bergrowé, $c[mezi 1871 a 1875?]",1871,$a2 nečíslované listy ;,2,BOOKS,,,cze,,,"$aRohlíček, František",$aNowá pjseň o nejnowějssí modě /,,"$a[Česko?] : $bnákladem Františka Rohlička, $c[mezi 1871 a 1875?] $$$aw Litomyssli : $bTiskem Jos. Bergrowé, $c[mezi 1871 a 1875?]",1871,$a2 nečíslované listy ;,2,BOOKS,,,cze,probable
